ID_Venda,ID_Cliente,ID_Produto,ID_Tempo,ID_Vendedor,Quantidade,Valor_Unitario,Desconto,Metodo_Pagamento,Status_Venda,Valor_Total,Receita_Liquida
6102,63,43,1377,12,7,699.93,2.37,MBWay,Cancelada,4899.51,4897.14
6103,4,3,1241,18,4,453.76,14.82,Dinheiro,Concluída,1815.04,1800.22
6104,39,26,3414,20,5,826.01,18.99,Paypal,Pendente,4130.05,4111.06
6105,43,15,1744,9,6,680.44,40.11,MBWay,Cancelada,4082.64,4042.53
6106,27,3,822,7,8,303.28,46.94,Dinheiro,Pendente,2426.24,2379.3
6107,88,41,1864,12,4,268.41,46.43,Cartão de Crédito,Pendente,1073.64,1027.21
6108,61,1,586,15,9,713.26,13.21,Cartão de Crédito,Concluída,6419.34,6406.13
6109,8,21,602,16,7,106.54,29.91,Cartão de Crédito,Concluída,745.78,715.87
6110,23,19,3230,19,6,247.66,43.02,MBWay,Concluída,1485.96,1442.94
6111,19,21,2554,7,6,373.45,3.45,Paypal,Concluída,2240.7,2237.25
6112,94,33,1091,4,1,182.32,42.9,MBWay,Cancelada,182.32,139.42
6113,51,21,1745,1,6,531.53,10.73,Paypal,Cancelada,3189.18,3178.45
6114,86,41,2805,15,8,803.62,7.2,Dinheiro,Cancelada,6428.96,6421.76
6115,46,44,2137,17,4,209.95,34.76,Dinheiro,Pendente,839.8,805.04
6116,27,17,3250,8,5,998.93,43.39,Dinheiro,Concluída,4994.65,4951.26
6117,82,21,299,14,1,247.62,28.98,Paypal,Cancelada,247.62,218.64
6118,2,8,2304,10,3,822.45,26.18,Dinheiro,Concluída,2467.35,2441.17
6119,5,1,591,10,9,68.5,4.27,Paypal,Cancelada,616.5,612.23
6120,16,38,1223,3,5,194.12,3.14,Dinheiro,Cancelada,970.6,967.46
6121,29,20,2328,7,9,877.94,8.28,Dinheiro,Cancelada,7901.46,7893.18
6122,34,16,2810,4,8,648.6,37.84,MBWay,Cancelada,5188.8,5150.96
6123,87,1,3581,19,7,771.26,15.98,Dinheiro,Cancelada,5398.82,5382.84
6124,73,47,3028,15,2,19.39,23.36,Paypal,Cancelada,38.78,15.42
6125,72,16,1885,15,2,500.34,31.16,Paypal,Pendente,1000.68,969.52
6126,59,18,3658,7,4,383.88,6.04,Cartão de Crédito,Cancelada,1535.52,1529.48
6127,80,26,3092,16,3,552.82,34.51,Paypal,Concluída,1658.46,1623.95
6128,92,21,948,1,4,509.5,34.61,Cartão de Crédito,Pendente,2038.0,2003.39
6129,2,19,1849,14,6,675.42,15.8,Cartão de Crédito,Cancelada,4052.52,4036.72
6130,98,9,2784,17,1,866.18,36.04,Paypal,Cancelada,866.18,830.14
6131,50,32,1923,18,4,651.73,48.08,Paypal,Pendente,2606.92,2558.84
6132,47,4,3215,9,2,89.09,45.29,Dinheiro,Concluída,178.18,132.89
6133,69,29,3031,19,8,639.0,47.04,Cartão de Crédito,Pendente,5112.0,5064.96
6134,35,41,1948,17,2,809.07,26.13,Paypal,Cancelada,1618.14,1592.01
6135,32,34,933,8,1,213.63,32.49,Dinheiro,Concluída,213.63,181.14
6136,77,36,1566,8,3,421.04,25.94,Dinheiro,Concluída,1263.12,1237.18
6137,94,24,119,6,2,139.7,30.44,MBWay,Concluída,279.4,248.96
6138,85,30,2692,18,3,924.06,17.57,Paypal,Concluída,2772.18,2754.61
6139,61,7,1080,6,6,595.64,2.16,Paypal,Pendente,3573.84,3571.68
6140,62,30,3061,3,6,353.0,15.28,Paypal,Cancelada,2118.0,2102.72
6141,2,27,1642,2,9,327.93,7.91,MBWay,Pendente,2951.37,2943.46
6142,34,7,3047,19,7,703.6,48.21,Cartão de Crédito,Pendente,4925.2,4876.99
6143,65,4,679,5,3,413.28,44.8,Paypal,Pendente,1239.84,1195.04
6144,44,50,3517,20,3,632.0,10.04,MBWay,Concluída,1896.0,1885.96
6145,31,37,907,13,1,900.01,2.65,Cartão de Crédito,Pendente,900.01,897.36
6146,82,10,1141,11,4,666.57,16.59,Dinheiro,Cancelada,2666.28,2649.69
6147,8,40,487,16,9,251.07,14.54,Paypal,Cancelada,2259.63,2245.09
6148,37,49,1186,13,2,552.77,37.28,Dinheiro,Pendente,1105.54,1068.26
6149,6,4,1721,14,4,426.07,9.11,Paypal,Cancelada,1704.28,1695.17
6150,75,47,3090,6,9,295.85,29.15,MBWay,Cancelada,2662.65,2633.5
6151,22,36,3627,4,9,119.73,47.43,Dinheiro,Concluída,1077.57,1030.14
6152,10,22,538,20,8,760.85,16.51,MBWay,Pendente,6086.8,6070.29
6153,67,13,3616,8,1,446.29,42.05,Paypal,Cancelada,446.29,404.24
6154,47,2,2152,4,5,574.73,43.12,MBWay,Pendente,2873.65,2830.53
6155,83,50,2759,10,3,81.19,6.78,MBWay,Pendente,243.57,236.79
6156,97,39,1128,5,9,563.53,47.02,Cartão de Crédito,Cancelada,5071.77,5024.75
6157,30,23,1805,18,1,561.85,35.82,Paypal,Concluída,561.85,526.03
6158,82,28,1864,13,9,778.57,23.19,Paypal,Concluída,7007.13,6983.94
6159,52,45,2194,5,5,359.09,20.07,Paypal,Cancelada,1795.45,1775.38
6160,44,18,1758,19,4,198.07,37.72,MBWay,Concluída,792.28,754.56
6161,45,41,1575,17,2,722.53,31.47,Cartão de Crédito,Cancelada,1445.06,1413.59
6162,44,33,873,20,2,621.13,5.16,Paypal,Pendente,1242.26,1237.1
6163,42,2,3005,14,4,969.17,10.07,Paypal,Concluída,3876.68,3866.61
6164,34,38,1974,14,8,571.49,30.34,MBWay,Cancelada,4571.92,4541.58
6165,97,20,1051,4,5,991.78,17.32,Cartão de Crédito,Pendente,4958.9,4941.58
6166,29,39,1310,20,9,202.13,5.05,Dinheiro,Pendente,1819.17,1814.12
6167,17,34,1277,13,2,662.54,8.23,Paypal,Cancelada,1325.08,1316.85
6168,43,23,178,11,8,377.25,36.22,Cartão de Crédito,Concluída,3018.0,2981.78
6169,94,28,2359,5,6,397.62,29.1,Paypal,Concluída,2385.72,2356.62
6170,18,42,2983,12,8,67.19,25.41,Cartão de Crédito,Pendente,537.52,512.11
6171,56,31,435,14,8,913.07,45.55,Dinheiro,Pendente,7304.56,7259.01
6172,74,35,3619,11,1,58.22,29.91,Paypal,Cancelada,58.22,28.31
6173,41,38,2055,10,9,878.78,34.29,MBWay,Cancelada,7909.02,7874.73
6174,61,16,3656,10,8,457.77,40.78,Dinheiro,Concluída,3662.16,3621.38
6175,99,30,2340,8,2,653.54,48.0,Dinheiro,Cancelada,1307.08,1259.08
6176,32,40,2270,5,4,838.99,24.45,MBWay,Pendente,3355.96,3331.51
6177,16,50,301,16,2,207.54,47.48,Cartão de Crédito,Pendente,415.08,367.6
6178,16,49,3604,17,5,774.65,24.85,Paypal,Pendente,3873.25,3848.4
6179,51,3,574,2,4,797.9,4.63,Dinheiro,Pendente,3191.6,3186.97
6180,38,31,1910,7,7,271.95,28.57,MBWay,Concluída,1903.65,1875.08
6181,77,38,55,4,3,278.18,45.44,MBWay,Concluída,834.54,789.1
6182,36,42,1982,10,2,975.12,35.8,Cartão de Crédito,Pendente,1950.24,1914.44
6183,84,21,1143,4,5,306.88,24.57,MBWay,Concluída,1534.4,1509.83
6184,80,16,1821,11,5,725.93,30.11,Dinheiro,Cancelada,3629.65,3599.54
6185,71,6,2516,2,2,254.94,39.24,MBWay,Pendente,509.88,470.64
6186,99,38,2227,6,4,593.79,2.16,Paypal,Cancelada,2375.16,2373.0
6187,57,16,855,11,6,961.74,8.81,Cartão de Crédito,Pendente,5770.44,5761.63
6188,91,34,231,8,8,420.58,2.87,Cartão de Crédito,Pendente,3364.64,3361.77
6189,39,10,489,8,3,167.08,5.59,Dinheiro,Pendente,501.24,495.65
6190,91,9,2123,3,2,376.51,31.67,MBWay,Pendente,753.02,721.35
6191,20,40,3043,5,3,337.55,37.98,Dinheiro,Concluída,1012.65,974.67
6192,50,35,3504,12,9,591.59,28.39,Dinheiro,Cancelada,5324.31,5295.92
6193,76,9,1085,18,2,696.54,19.67,Paypal,Cancelada,1393.08,1373.41
6194,19,9,1978,4,5,489.7,28.13,Paypal,Pendente,2448.5,2420.37
6195,81,19,2481,16,5,38.24,26.05,Paypal,Cancelada,191.2,165.15
6196,12,44,2181,19,3,369.07,46.5,Cartão de Crédito,Concluída,1107.21,1060.71
6197,82,21,1477,18,9,822.0,48.03,Cartão de Crédito,Cancelada,7398.0,7349.97
6198,94,35,2472,13,4,823.58,46.41,Paypal,Concluída,3294.32,3247.91
6199,52,20,743,12,7,473.02,5.73,Paypal,Concluída,3311.14,3305.41
6200,23,18,557,4,7,517.96,12.82,Dinheiro,Cancelada,3625.72,3612.9
6201,33,6,2877,6,3,57.08,1.31,MBWay,Pendente,171.24,169.93
6202,1,14,2262,13,4,448.23,20.9,Cartão de Crédito,Concluída,1792.92,1772.02
6203,31,35,2482,15,5,615.86,40.69,Cartão de Crédito,Cancelada,3079.3,3038.61
6204,84,20,1078,5,3,260.22,24.14,Paypal,Pendente,780.66,756.52
6205,12,27,3438,20,4,89.86,8.45,Cartão de Crédito,Cancelada,359.44,350.99
6206,43,39,1416,15,4,706.97,20.8,Cartão de Crédito,Pendente,2827.88,2807.08
6207,18,23,127,5,3,702.32,19.61,Dinheiro,Cancelada,2106.96,2087.35
6208,35,38,90,14,4,356.33,3.81,MBWay,Cancelada,1425.32,1421.51
6209,7,26,1377,8,1,90.26,40.24,Dinheiro,Pendente,90.26,50.02
6210,45,45,2243,3,6,348.35,5.46,Cartão de Crédito,Concluída,2090.1,2084.64
6211,100,34,3237,1,3,473.16,6.46,Dinheiro,Concluída,1419.48,1413.02
6212,27,42,2759,15,5,34.18,40.96,Dinheiro,Cancelada,170.9,129.94
6213,61,4,2754,2,2,869.41,26.97,Dinheiro,Concluída,1738.82,1711.85
6214,90,31,87,18,5,190.33,14.01,MBWay,Cancelada,951.65,937.64
6215,86,50,2606,20,9,620.85,27.0,Cartão de Crédito,Concluída,5587.65,5560.65
6216,89,22,3246,5,1,327.27,9.93,Dinheiro,Pendente,327.27,317.34
6217,58,30,2751,1,7,903.4,38.23,Paypal,Pendente,6323.8,6285.57
6218,85,40,3610,20,5,268.08,43.39,Dinheiro,Concluída,1340.4,1297.01
6219,42,2,3128,16,3,334.49,42.94,Cartão de Crédito,Pendente,1003.47,960.53
6220,13,36,3041,15,4,311.21,0.17,Cartão de Crédito,Pendente,1244.84,1244.67
6221,69,7,783,11,1,411.34,11.85,Paypal,Pendente,411.34,399.49
6222,95,10,2431,20,1,648.77,23.03,MBWay,Cancelada,648.77,625.74
6223,50,22,3540,12,4,493.4,46.53,MBWay,Cancelada,1973.6,1927.07
6224,85,18,3053,7,2,163.76,25.83,Cartão de Crédito,Cancelada,327.52,301.69
6225,4,24,3029,8,3,272.72,25.48,Cartão de Crédito,Concluída,818.16,792.68
6226,82,20,37,6,4,434.7,42.48,Paypal,Cancelada,1738.8,1696.32
6227,43,5,3137,8,8,983.04,4.95,Dinheiro,Pendente,7864.32,7859.37
6228,38,16,2464,17,4,415.06,11.01,Dinheiro,Cancelada,1660.24,1649.23
6229,22,48,1903,15,4,684.89,1.09,Paypal,Cancelada,2739.56,2738.47
6230,38,21,1687,12,1,816.06,5.62,MBWay,Concluída,816.06,810.44
6231,17,23,1557,3,7,599.08,10.16,Dinheiro,Concluída,4193.56,4183.4
6232,68,34,2044,10,1,492.09,24.72,Paypal,Pendente,492.09,467.37
6233,85,48,669,19,4,275.05,8.78,Cartão de Crédito,Pendente,1100.2,1091.42
6234,22,24,3456,2,9,730.73,32.34,MBWay,Pendente,6576.57,6544.23
6235,41,25,3033,12,9,462.81,25.01,Dinheiro,Concluída,4165.29,4140.28
6236,83,45,3636,20,9,921.73,26.3,Dinheiro,Pendente,8295.57,8269.27
6237,74,41,114,20,1,722.14,28.65,MBWay,Pendente,722.14,693.49
6238,97,12,1581,10,3,205.19,31.19,Dinheiro,Cancelada,615.57,584.38
6239,70,10,2199,8,1,274.6,24.64,Cartão de Crédito,Pendente,274.6,249.96
6240,85,7,414,20,6,507.91,31.07,Cartão de Crédito,Concluída,3047.46,3016.39
6241,13,2,2225,14,6,992.96,2.74,MBWay,Pendente,5957.76,5955.02
6242,80,2,397,19,1,526.8,38.52,Cartão de Crédito,Concluída,526.8,488.28
6243,22,37,1969,14,4,799.3,9.96,Paypal,Concluída,3197.2,3187.24
6244,85,21,2912,15,4,48.07,22.14,Cartão de Crédito,Cancelada,192.28,170.14
6245,67,35,2469,10,8,970.86,5.61,Paypal,Concluída,7766.88,7761.27
6246,83,35,2394,2,3,841.58,7.25,Paypal,Pendente,2524.74,2517.49
6247,50,50,2391,9,9,281.47,14.98,Paypal,Concluída,2533.23,2518.25
6248,94,37,1838,16,2,347.35,27.76,Cartão de Crédito,Concluída,694.7,666.94
6249,96,27,146,8,2,594.44,12.17,MBWay,Concluída,1188.88,1176.71
6250,61,34,715,1,8,443.47,4.86,Dinheiro,Cancelada,3547.76,3542.9
6251,16,7,2699,12,4,903.33,48.2,Paypal,Pendente,3613.32,3565.12
6252,100,4,3274,14,9,165.93,34.47,MBWay,Pendente,1493.37,1458.9
6253,3,19,2381,7,3,319.88,12.67,Dinheiro,Concluída,959.64,946.97
6254,71,38,1259,12,4,724.05,27.59,Paypal,Pendente,2896.2,2868.61
6255,98,22,54,8,6,404.23,12.78,Dinheiro,Concluída,2425.38,2412.6
6256,63,28,2841,11,4,392.93,38.88,Dinheiro,Cancelada,1571.72,1532.84
6257,8,37,1901,14,2,951.19,48.39,Paypal,Concluída,1902.38,1853.99
6258,51,34,2666,17,5,111.31,9.39,MBWay,Pendente,556.55,547.16
6259,99,10,1773,20,9,621.16,32.38,Cartão de Crédito,Cancelada,5590.44,5558.06
6260,61,10,2298,13,1,818.24,34.74,Paypal,Cancelada,818.24,783.5
6261,26,8,638,4,6,271.16,46.82,Dinheiro,Pendente,1626.96,1580.14
6262,15,3,2523,14,6,347.16,10.9,Dinheiro,Cancelada,2082.96,2072.06
6263,37,28,2846,3,9,615.87,30.87,Paypal,Pendente,5542.83,5511.96
6264,15,9,287,14,7,710.43,34.55,Cartão de Crédito,Concluída,4973.01,4938.46
6265,72,37,1019,12,7,995.06,45.62,MBWay,Pendente,6965.42,6919.8
6266,6,46,1122,12,4,335.58,21.55,MBWay,Concluída,1342.32,1320.77
6267,36,14,2621,17,2,225.66,20.74,Dinheiro,Cancelada,451.32,430.58
6268,97,29,960,15,5,417.44,44.4,Cartão de Crédito,Pendente,2087.2,2042.8
6269,19,48,242,10,9,111.69,40.29,Paypal,Pendente,1005.21,964.92
6270,14,47,3143,15,6,985.88,42.97,Cartão de Crédito,Pendente,5915.28,5872.31
6271,64,33,1549,1,5,45.29,4.51,Cartão de Crédito,Pendente,226.45,221.94
6272,74,33,3167,19,4,871.56,42.69,MBWay,Cancelada,3486.24,3443.55
6273,79,4,418,6,7,66.79,0.57,Paypal,Pendente,467.53,466.96
6274,10,39,2521,10,1,800.67,22.7,MBWay,Cancelada,800.67,777.97
6275,78,25,2806,13,2,846.16,31.67,MBWay,Concluída,1692.32,1660.65
6276,76,35,1664,7,7,260.5,15.25,Dinheiro,Cancelada,1823.5,1808.25
6277,97,18,581,20,1,994.97,33.77,Paypal,Pendente,994.97,961.2
6278,21,31,3531,16,4,79.21,14.86,Dinheiro,Pendente,316.84,301.98
6279,77,47,2657,1,1,952.97,22.17,Paypal,Pendente,952.97,930.8
6280,39,18,1492,8,1,578.31,11.75,Paypal,Concluída,578.31,566.56
6281,33,27,1972,12,8,627.14,33.22,MBWay,Pendente,5017.12,4983.9
6282,28,12,2251,11,5,736.38,31.83,Paypal,Pendente,3681.9,3650.07
6283,86,43,1538,11,7,610.64,19.81,MBWay,Concluída,4274.48,4254.67
6284,92,49,657,10,9,259.63,23.55,Dinheiro,Concluída,2336.67,2313.12
6285,55,33,1265,9,4,793.99,1.86,Paypal,Pendente,3175.96,3174.1
6286,99,24,453,16,5,90.82,8.08,Dinheiro,Concluída,454.1,446.02
6287,32,9,873,20,6,529.06,35.86,MBWay,Concluída,3174.36,3138.5
6288,54,33,2188,11,2,317.06,8.41,MBWay,Cancelada,634.12,625.71
6289,32,4,2136,5,1,57.19,13.96,Paypal,Concluída,57.19,43.23
6290,43,24,2095,19,5,571.88,22.85,MBWay,Pendente,2859.4,2836.55
6291,91,38,3635,15,6,694.31,36.53,Paypal,Cancelada,4165.86,4129.33
6292,34,26,2188,9,8,832.15,6.92,Cartão de Crédito,Cancelada,6657.2,6650.28
6293,73,43,1823,8,9,286.59,4.42,Cartão de Crédito,Concluída,2579.31,2574.89
6294,57,32,2603,10,4,70.92,15.89,Paypal,Pendente,283.68,267.79
6295,13,13,3321,6,4,618.06,18.25,Dinheiro,Cancelada,2472.24,2453.99
6296,30,24,2873,10,1,999.72,11.18,Cartão de Crédito,Concluída,999.72,988.54
6297,44,15,1555,2,9,565.23,10.3,Dinheiro,Cancelada,5087.07,5076.77
6298,1,28,1511,10,2,609.49,26.57,MBWay,Concluída,1218.98,1192.41
6299,72,10,3098,10,1,471.77,39.12,Paypal,Concluída,471.77,432.65
6300,34,2,3171,9,1,385.1,11.1,Cartão de Crédito,Cancelada,385.1,374.0
6301,99,19,1664,8,7,657.36,8.1,Cartão de Crédito,Pendente,4601.52,4593.42
6302,20,18,2073,17,9,747.63,32.16,Cartão de Crédito,Concluída,6728.67,6696.51
6303,27,37,2051,18,9,651.17,9.33,Dinheiro,Pendente,5860.53,5851.2
6304,48,11,1347,10,5,339.69,25.84,MBWay,Concluída,1698.45,1672.61
6305,84,34,2969,17,7,47.67,0.27,Cartão de Crédito,Cancelada,333.69,333.42
6306,77,21,644,7,1,354.72,29.77,Cartão de Crédito,Pendente,354.72,324.95
6307,11,12,1352,9,9,526.45,29.24,Cartão de Crédito,Cancelada,4738.05,4708.81
6308,9,30,351,11,4,444.11,6.06,Dinheiro,Pendente,1776.44,1770.38
6309,96,32,1832,12,9,993.73,12.95,Dinheiro,Pendente,8943.57,8930.62
6310,4,14,2751,20,8,291.27,11.41,Dinheiro,Concluída,2330.16,2318.75
6311,87,29,3068,11,7,429.31,47.27,MBWay,Cancelada,3005.17,2957.9
6312,68,21,938,12,5,403.82,11.89,Cartão de Crédito,Pendente,2019.1,2007.21
6313,10,7,3046,20,3,110.54,29.79,Cartão de Crédito,Pendente,331.62,301.83
6314,38,10,15,5,1,23.76,33.05,Paypal,Cancelada,23.76,-9.29
6315,71,24,462,14,8,166.78,43.87,Paypal,Concluída,1334.24,1290.37
6316,33,5,758,13,2,310.35,41.68,Dinheiro,Concluída,620.7,579.02
6317,3,2,886,1,1,326.14,22.31,Dinheiro,Cancelada,326.14,303.83
6318,39,25,1737,16,3,774.56,24.8,Dinheiro,Pendente,2323.68,2298.88
6319,59,19,1651,6,5,291.94,35.82,Paypal,Concluída,1459.7,1423.88
6320,99,3,421,12,4,271.43,49.39,Dinheiro,Concluída,1085.72,1036.33
6321,67,32,1459,9,3,279.51,29.99,Paypal,Cancelada,838.53,808.54
6322,56,32,1204,20,7,971.96,15.12,Paypal,Pendente,6803.72,6788.6
6323,9,40,1212,2,2,721.09,4.17,Dinheiro,Cancelada,1442.18,1438.01
6324,16,22,885,18,1,459.73,2.42,Dinheiro,Pendente,459.73,457.31
6325,14,18,2611,2,4,526.2,0.48,Cartão de Crédito,Cancelada,2104.8,2104.32
6326,69,33,3660,8,9,856.57,31.48,MBWay,Concluída,7709.13,7677.65
6327,75,2,2731,18,5,647.9,6.12,Dinheiro,Pendente,3239.5,3233.38
6328,90,45,29,6,6,52.23,33.01,Cartão de Crédito,Cancelada,313.38,280.37
6329,100,11,565,7,1,125.5,33.3,MBWay,Concluída,125.5,92.2
6330,79,39,2606,7,4,54.74,26.46,Dinheiro,Concluída,218.96,192.5
6331,65,4,629,9,8,66.0,38.92,MBWay,Cancelada,528.0,489.08
6332,30,28,3025,3,9,997.6,35.07,Cartão de Crédito,Concluída,8978.4,8943.33
6333,71,27,1960,11,2,11.94,24.26,MBWay,Cancelada,23.88,-0.38
6334,42,43,454,12,9,78.32,20.11,Paypal,Concluída,704.88,684.77
6335,22,18,302,8,9,185.62,25.76,Paypal,Pendente,1670.58,1644.82
6336,47,15,2411,5,6,606.89,5.68,Cartão de Crédito,Concluída,3641.34,3635.66
6337,91,30,1901,17,4,141.0,6.92,Dinheiro,Concluída,564.0,557.08
6338,81,35,2820,20,9,627.49,47.52,Paypal,Cancelada,5647.41,5599.89
6339,60,34,1780,2,5,856.68,0.07,Cartão de Crédito,Pendente,4283.4,4283.33
6340,33,12,597,17,8,242.46,48.37,Cartão de Crédito,Cancelada,1939.68,1891.31
6341,77,2,1594,6,3,275.33,0.31,Cartão de Crédito,Cancelada,825.99,825.68
6342,65,6,943,1,8,74.61,4.66,Dinheiro,Concluída,596.88,592.22
6343,23,34,1105,14,9,549.25,36.27,MBWay,Cancelada,4943.25,4906.98
6344,86,40,866,20,4,217.81,28.63,MBWay,Pendente,871.24,842.61
6345,100,26,993,12,5,461.53,16.49,Dinheiro,Cancelada,2307.65,2291.16
6346,3,36,467,15,6,440.3,47.17,MBWay,Concluída,2641.8,2594.63
6347,84,13,2496,11,5,814.12,14.77,Cartão de Crédito,Pendente,4070.6,4055.83
6348,37,47,858,19,4,533.14,15.58,Dinheiro,Cancelada,2132.56,2116.98
6349,92,46,642,17,4,525.86,22.53,Dinheiro,Concluída,2103.44,2080.91
6350,51,30,2207,7,2,322.57,33.32,Cartão de Crédito,Concluída,645.14,611.82
6351,42,9,1169,15,7,252.37,44.04,MBWay,Pendente,1766.59,1722.55
6352,5,38,1137,20,7,441.33,10.33,Paypal,Concluída,3089.31,3078.98
6353,13,45,188,15,3,554.35,43.23,MBWay,Pendente,1663.05,1619.82
6354,76,36,2622,16,8,128.32,48.51,Dinheiro,Cancelada,1026.56,978.05
6355,35,9,925,18,9,374.02,0.36,MBWay,Concluída,3366.18,3365.82
6356,96,36,3624,19,5,290.4,3.97,Paypal,Pendente,1452.0,1448.03
6357,46,35,1951,13,6,870.31,19.56,Dinheiro,Cancelada,5221.86,5202.3
6358,66,36,333,2,8,946.73,25.73,Dinheiro,Concluída,7573.84,7548.11
6359,90,2,1277,3,3,485.77,16.32,Dinheiro,Pendente,1457.31,1440.99
6360,91,44,1198,4,8,626.66,3.93,Paypal,Pendente,5013.28,5009.35
6361,33,8,3086,1,3,106.77,17.09,Cartão de Crédito,Cancelada,320.31,303.22
6362,85,10,3101,20,1,975.16,39.76,Paypal,Cancelada,975.16,935.4
6363,16,35,2171,14,2,285.29,34.01,Paypal,Concluída,570.58,536.57
6364,30,11,1624,4,1,427.15,23.56,Paypal,Concluída,427.15,403.59
6365,56,39,315,12,7,796.06,29.49,Cartão de Crédito,Cancelada,5572.42,5542.93
6366,83,48,1445,13,2,259.06,34.13,Cartão de Crédito,Pendente,518.12,483.99
6367,37,25,37,17,9,243.34,29.02,Paypal,Cancelada,2190.06,2161.04
6368,74,20,3405,7,3,661.37,22.66,Dinheiro,Pendente,1984.11,1961.45
6369,40,13,1031,1,5,616.23,9.98,Paypal,Pendente,3081.15,3071.17
6370,60,15,2339,1,1,932.81,37.05,MBWay,Pendente,932.81,895.76
6371,73,38,3240,18,4,243.02,16.98,MBWay,Cancelada,972.08,955.1
6372,17,30,1388,4,7,741.41,19.08,MBWay,Pendente,5189.87,5170.79
6373,29,26,838,13,4,161.1,40.08,Dinheiro,Pendente,644.4,604.32
6374,31,18,1264,1,7,618.03,15.29,MBWay,Concluída,4326.21,4310.92
6375,51,2,809,14,3,452.8,25.97,MBWay,Concluída,1358.4,1332.43
6376,61,30,1795,4,1,902.11,49.09,MBWay,Cancelada,902.11,853.02
6377,64,3,1447,4,7,559.9,21.64,MBWay,Pendente,3919.3,3897.66
6378,28,26,577,18,4,766.68,12.29,Dinheiro,Pendente,3066.72,3054.43
6379,41,27,3655,6,2,843.22,8.04,Dinheiro,Pendente,1686.44,1678.4
6380,70,17,996,1,6,727.88,27.95,Dinheiro,Concluída,4367.28,4339.33
6381,20,22,3189,11,8,975.74,11.47,Paypal,Cancelada,7805.92,7794.45
6382,70,31,985,15,4,794.34,27.69,Paypal,Pendente,3177.36,3149.67
6383,56,23,127,19,3,489.15,19.35,MBWay,Cancelada,1467.45,1448.1
6384,18,33,3515,11,1,359.74,8.39,Paypal,Pendente,359.74,351.35
6385,22,14,416,5,6,571.99,30.02,Dinheiro,Concluída,3431.94,3401.92
6386,58,2,1940,3,5,428.55,12.13,Cartão de Crédito,Cancelada,2142.75,2130.62
6387,27,37,3338,12,4,152.87,5.16,Paypal,Concluída,611.48,606.32
6388,46,36,2797,17,9,287.81,42.49,Cartão de Crédito,Cancelada,2590.29,2547.8
6389,90,3,701,16,7,162.47,38.42,Paypal,Cancelada,1137.29,1098.87
6390,95,17,2401,19,9,708.61,11.25,Cartão de Crédito,Concluída,6377.49,6366.24
6391,40,11,2556,5,8,97.36,20.26,MBWay,Concluída,778.88,758.62
6392,34,1,4,4,4,366.87,23.62,MBWay,Concluída,1467.48,1443.86
6393,63,10,1045,15,5,659.45,17.87,MBWay,Concluída,3297.25,3279.38
6394,62,27,2511,3,9,837.36,11.51,MBWay,Concluída,7536.24,7524.73
6395,27,28,3431,3,4,951.72,40.16,MBWay,Cancelada,3806.88,3766.72
6396,68,50,1900,18,6,794.27,32.4,MBWay,Pendente,4765.62,4733.22
6397,21,27,1180,8,7,250.81,5.85,Paypal,Pendente,1755.67,1749.82
6398,85,36,3098,18,2,66.7,27.94,MBWay,Cancelada,133.4,105.46
6399,71,11,117,12,9,396.36,17.75,Dinheiro,Cancelada,3567.24,3549.49
6400,75,11,1295,13,4,71.62,12.44,Paypal,Pendente,286.48,274.04
6401,23,6,2188,10,9,806.73,28.48,Paypal,Concluída,7260.57,7232.09
6402,23,26,2531,1,1,532.57,1.5,Dinheiro,Concluída,532.57,531.07
6403,67,39,3602,5,4,593.64,34.29,Dinheiro,Cancelada,2374.56,2340.27
6404,25,23,110,20,8,937.64,0.16,Paypal,Cancelada,7501.12,7500.96
6405,45,46,2059,9,3,723.71,26.62,Paypal,Cancelada,2171.13,2144.51
6406,11,13,2071,1,2,129.04,6.7,Dinheiro,Pendente,258.08,251.38
6407,74,27,2116,10,2,673.91,16.86,Dinheiro,Pendente,1347.82,1330.96
6408,81,46,882,19,2,867.49,13.79,Paypal,Pendente,1734.98,1721.19
6409,81,35,3078,7,1,293.37,0.95,Dinheiro,Concluída,293.37,292.42
6410,4,7,2297,10,9,568.98,24.73,Paypal,Cancelada,5120.82,5096.09
6411,15,31,1347,6,4,833.54,46.47,MBWay,Cancelada,3334.16,3287.69
6412,92,31,1836,14,1,953.51,8.59,Cartão de Crédito,Pendente,953.51,944.92
6413,39,7,727,11,8,266.66,2.38,Dinheiro,Pendente,2133.28,2130.9
6414,90,21,642,8,6,525.77,28.03,Cartão de Crédito,Cancelada,3154.62,3126.59
6415,3,3,2736,17,6,946.88,20.78,MBWay,Concluída,5681.28,5660.5
6416,75,37,3325,13,7,997.63,23.48,MBWay,Pendente,6983.41,6959.93
6417,62,34,1721,6,6,815.82,0.53,Dinheiro,Cancelada,4894.92,4894.39
6418,24,8,977,9,2,720.85,30.3,Paypal,Pendente,1441.7,1411.4
6419,26,42,1281,1,2,612.93,1.32,Paypal,Concluída,1225.86,1224.54
6420,99,5,1774,15,3,177.35,40.99,Dinheiro,Cancelada,532.05,491.06
6421,40,42,935,8,8,368.25,11.76,Paypal,Cancelada,2946.0,2934.24
6422,22,21,1913,19,6,717.86,33.73,Paypal,Pendente,4307.16,4273.43
6423,7,38,1118,2,4,562.79,33.33,MBWay,Pendente,2251.16,2217.83
6424,6,22,207,9,8,864.02,22.74,Dinheiro,Pendente,6912.16,6889.42
